id,cons_12m,cons_gas_12m,cons_last_month,cons_last_month,forecast_cons_12m,forecast_cons_year,forecast_discount_energy,forecast_meter_rent_12m,forecast_price_energy_p1,forecast_price_energy_p2,forecast_price_pow_p1,has_gas,imp_cons,margin_gross_pow_ele,margin_net_pow_ele,nb_prod_act,net_margin,num_years_antig,pow_max,channel0,channel1,channel2,channel3,channel4,channel5,channel6,date_activ,date_end,date_modif_prod,date_renewal,origin0,origin1,origin2,origin3,origin4,origin5,price_p1_var,price_p2_var,price_p3_var,price_p1_fix,price_p2_fix,price_p3_fix,churn
44e826a55734d0ca5eeafcae0e991a75,324,0,0,0,8.32,0,0,1.08,0.14317,0,44.31137796,0,0,18.62,18.62,2,1.27,7,13.2,0,0,1,0,0,0,0,3269,5826,5415,5462,0,0,1,0,0,0,0.147478333,0,0,44.34100546,0,0,1
4bffd9d74bfb770ef7763e8e4e88dfc3,2103,0,0,0,355.17,0,30,19.6,0.198096,0,46.30537836,0,0,27.96,27.96,2,19,4,10.392,0,0,0,1,0,0,0,4159,5856,5490,5277,0,1,0,0,0,0,0.176665333,0,0,45.35582056,0,0,0
2d9d0546d83c60ed3d5728d744d65c40,19593,0,0,0,2886.5,0,0,17.55,0.143166,0,44.31137796,0,0,17.45,17.45,1,243.99,4,13.856,0,0,0,1,0,0,0,4361,5822,4846,5457,0,0,0,0,0,1,0.147250833,0,0,44.34100536,0,0,0
79d29481ee261caf08387bcef9e4346d,41814,0,4159,4159,4107.43,4159,0,129.97,0.116509,0.101397,40.606701,0,412.54,10.16,10.16,1,477.42,3,30.45,0,0,0,1,0,0,0,4460,5921,5084,5556,0,0,0,0,0,1,0.124602917,0.104335917,0.074044333,40.728885,24.43733004,16.29155496,0
044d071a5dbc2668cddad4f2b28c91d1,37969,0,3407,3407,3879.98,3407,0,130.68,0.114604,0.098262,40.606701,0,330.3,44.64,44.64,1,407.98,11,33,0,1,0,0,0,0,0,1707,5725,5340,5360,0,0,1,0,0,0,0.122392167,0.10226775,0.072979083,40.6881561,24.4128927,16.2752634,0
af87b64523cf1f4f4a681e2cc44c8629,41214,0,3538,3538,4294.49,3538,0,146.56,0.11536,0.100243,40.606701,0,352.08,3.72,3.72,1,505.47,4,19.8,0,0,1,0,0,0,0,4119,5946,5577,5581,0,0,0,0,0,1,0.125554833,0.105140417,0.0748165,40.728885,24.43733004,16.29155496,0
9403f3f9ff06ec9e49db8255ede2b098,2012791,0,218619,218619,547.35,346,0,16.12,0.144902,0,44.31137796,0,50.79,21.52,21.52,1,50.38,5,13.2,1,0,0,0,0,0,0,3984,5811,3984,5446,0,1,0,0,0,0,0.148871333,0,0,44.35582046,0,0,0
51a7edcf29ed04830da6b3ee79f9e508,20429,0,0,0,869.54,0,0,120.45,0.120372,0.103487,40.606701,0,0,60.39,60.39,1,111.64,6,26.6,1,0,0,0,0,0,0,3517,5709,3517,5344,0,1,0,0,0,0,0.127797333,0.107260917,0.07648825,40.6881561,24.4128927,16.2752634,0
d9260de11c54a215fa7363f603bbeaf6,5957,0,794,794,510.87,315,0,18.47,0.145711,0,44.31137796,0,46.17,24.4,24.4,1,50.71,6,15,0,0,1,0,0,0,0,3605,5797,3605,5446,0,0,0,0,0,1,0.149855333,0,0,44.35582046,0,0,0
a853b52e3992aa2df0870fe42d843a65,6047,0,0,0,913,0,0,19.54,0.147506,0,45.80687796,0,0,17.13,17.13,1,86.43,4,10.392,0,0,0,1,0,0,0,4138,5965,4138,5600,0,1,0,0,0,0,0.150703917,0,0,44.40674526,0,0,0
91607f6e0ed7143ab1a5b2abc20f1c00,1938393,0,312684,312684,3426.48,3537,0,51.6,0.143166,0,44.31137796,0,513.03,11.95,11.95,1,279.26,3,13.85,0,0,1,0,0,0,0,4421,5882,4421,5517,0,0,0,0,0,1,0.147136833,0,0,44.31137526,0,0,0
757ea31873662fe77d60e8c4f736a1ec,9141,0,1592,1592,419.22,523,0,16.32,0.142881,0,46.30537836,0,74.39,29.5,29.5,1,30.9,4,13.856,0,0,1,0,0,0,0,4237,5901,5535,4969,0,0,0,0,0,1,0.156507182,0,0,45.89458847,0,0,0
d53f9011d82ed1f4850d0d312d04468b,4259,0,0,0,632.17,0,0,16.74,0.144902,0,44.31137796,0,0,14.64,14.64,1,64.34,4,10.392,0,0,0,0,1,0,0,4353,5828,5097,5465,0,0,1,0,0,0,0.147830833,0,0,44.35582036,0,0,0
af47b8ea9a596c200ee39128a95738f9,12199,0,0,0,1811.9,0,0,21.1,0.145877,0,44.31137796,0,0,23.4,23.4,1,156.21,5,10.392,1,0,0,0,0,0,0,3821,5697,3821,5340,0,0,1,0,0,0,0.149164818,0,0,44.26693018,0,0,0
f8943edfeb1783f3793d3abc6305c1e3,13859,0,0,0,8.83,0,0,18.26,0.146694,0,44.31137796,0,0,30.22,30.22,1,0.88,5,13.2,0,0,0,1,0,0,0,3885,5712,3885,5347,0,0,0,0,0,1,0.151210083,0,0,44.40026526,0,0,0
adfec8a906dfa5c6d836231e65825539,110534,0,7546,7546,3485.92,2797,0,131.87,0.11691,0.100572,40.606701,0,272.68,32.1,32.1,1,416.74,4,26.61,0,0,1,0,0,0,0,4271,5732,4271,5367,0,0,0,0,0,1,0.12455425,0.10424025,0.075274833,40.6745798,24.40474692,16.26983288,0
c6951b289531272a5d02c095db1fb55f,13332,0,0,0,1258.31,0,0,132.68,0.100167,0.091892,58.99595196,0,0,-1.3,-1.3,2,103.38,8,25,1,0,0,0,0,0,0,2886,5756,2907,5391,0,0,1,0,0,0,0.096746917,0.095202083,0.071170417,59.09457098,24.34440425,8.35657456,0
34f2d4431b7db25cd660b098acf3d3a0,79090,0,3319,3319,2690.38,2191,0,130.47,0.114025,0.097683,40.606701,0,201.4,12.36,12.36,1,311.76,6,19.8,0,0,1,0,0,0,0,3294,5851,5465,5486,0,0,1,0,0,0,0.122117083,0.101499667,0.071943583,40.6202755,24.37216314,16.24810936,0
cdcc2c363d5b34232082cee78776e59e,5162,0,0,0,0,0,0,0,0.0006,0,0,0,0,24.33,24.33,1,80.3,5,13.86,0,1,0,0,0,0,0,3768,5960,3768,5597,0,0,0,0,0,1,0.0006,0,0,0,0,0,0
b96aa3a8655203318c6b853dbdb0ceb7,88178,0,6094,6094,9070.33,6094,0,145.41,0.115744,0.098858,40.606701,0,611.08,32.88,32.88,1,719.37,6,33,0,0,1,0,0,0,0,3461,5682,4799,5319,0,0,0,0,0,1,0.123179083,0.10263425,0.072000167,40.7017324,24.42103848,16.28069392,1
54a77b7ec412ca7133750d2cb2a24096,22333,0,2237,2237,2377.86,2237,0,143.04,0.115237,0.100123,40.606701,0,226.86,9.93,9.93,1,234.39,5,52.5,0,0,0,0,1,0,0,3767,5959,5416,5594,0,1,0,0,0,0,0.124191083,0.103775583,0.073452667,40.728885,24.43733004,16.29155496,0
0f7487e3c557be9c77570e11ce572454,31653,0,124,124,82.03,124,0,129.6,0.120372,0.103487,40.606701,0,12.19,108.9,108.9,1,10.32,5,48,0,0,1,0,0,0,0,3875,5702,3875,5337,0,0,0,0,0,1,0.127797333,0.107260917,0.07648825,40.6881561,24.4128927,16.2752634,0
17e84c1bc19211777dfbb1cca8af94fc,463646,0,40551,40551,2858.82,0,0,117.54,0.115237,0.100123,40.606701,0,0,11.04,11.04,1,372.55,3,33,0,0,1,0,0,0,0,4715,5920,4824,5556,0,0,0,0,0,1,0.122139833,0.102087417,0.07192275,40.6066995,24.36401714,16.24267836,0
b664719a6cbb1966d9987c3f6ec6d209,10602,0,951,951,1122.03,951,0,129.61,0.120372,0.103487,40.606701,0,98.66,36.22,36.22,1,137.56,4,20,0,0,1,0,0,0,0,4249,5710,4249,5347,0,0,0,0,0,1,0.127797333,0.107260917,0.07648825,40.6881561,24.4128927,16.2752634,0
d8e589d515b7c905bb73eece1d8781d8,21553,0,0,0,3213.49,0,0,16.09,0.144149,0,44.31137796,0,0,19.28,19.28,1,301.91,3,10.392,0,0,1,0,0,0,0,4641,5737,4641,5374,0,0,0,0,0,1,0.148282167,0,0,44.38545036,0,0,1
a20ef5d293e20e3d9e9f60cf2be3ce63,348859,0,53135,53135,2767.31,2368,0,142.63,0.116509,0.101397,40.606701,0,218.34,4.46,4.46,1,364.43,5,100,0,1,0,0,0,0,0,3800,5992,3800,5627,0,0,1,0,0,0,0.125899583,0.105425917,0.0751985,40.5659715,24.33957914,16.22638536,0
64c0ca2d8c32cd4985b6ab53f17f897f,10019,0,0,0,775.26,0,0,16.34,0.236794,0,44.31137796,0,0,-1.23,-1.23,1,335.8,3,13.2,0,0,1,0,0,0,0,4482,5943,4482,5578,0,0,1,0,0,0,0.241575417,0,0,44.28174526,0,0,0
413f4bf21686876dd0d9a2bf0cc5ba1f,7314,0,1542,1542,1094.82,1542,0,18.32,0.145711,0,44.31137796,0,226.96,27.69,27.69,1,111.5,4,15,0,0,1,0,0,0,0,4325,5786,4325,5421,0,0,0,0,0,1,0.14991325,0,0,44.37063546,0,0,0
3bd97d79feb083b315baa9545c76c84d,1129316,0,79977,79977,1346.17,1174,0,129.24,0.116509,0.101397,40.606701,0,117.71,2.46,2.46,1,172.91,4,19.72,0,0,1,0,0,0,0,4162,5989,4162,5626,0,0,0,0,0,1,0.127631583,0.107158917,0.0769325,40.5659715,24.33957914,16.22638536,1
cb5171895e4a15e2c72cbbd7cf054cbf,11399,0,1105,1105,2158.81,1105,24,14.44,0.186188,0,45.80687796,0,206.39,37.56,37.56,1,864.94,5,12.5,0,0,1,0,0,0,0,3957,5729,4998,5364,0,0,0,0,0,1,0.189418167,0,0,45.76093046,0,0,0
b50576e9fd15d9fa7e550be0f19fbf9e,162691,0,18860,18860,7603.69,9069,0,130.68,0.115744,0.098858,40.606701,0,836.8,16.32,16.32,1,677.58,5,16.4,0,0,1,0,0,0,0,3817,6009,3817,5644,0,0,0,0,0,1,0.122982667,0.102511083,0.072133583,40.5659715,24.33957914,16.22638536,0
063acc614e176cf9edb486d267a90097,158223,188601,17754,17754,5658.04,9471,0,129.26,0.114481,0.098142,40.606701,0,940.24,35.81,35.81,3,580.06,6,40,0,1,0,0,0,0,0,3546,5738,4801,5374,0,0,0,0,0,1,0.122351583,0.102036583,0.0730715,40.6745798,24.40474692,16.26983288,0
cd2ac5886d344c93b3a2358e4604e1fe,84410,186857,7891,7891,3166.13,3007,0,132.13,0.116509,0.101397,40.606701,0,302.49,0.8,0.8,4,396.63,4,17.25,0,0,0,1,0,0,0,4147,5974,5228,5609,0,1,0,0,0,0,0.123749417,0.10318675,0.072831333,40.728885,24.43733004,16.29155496,0
78b67084b27f0d33429985d7a1fd6258,2887,0,0,0,436.45,0,0,14.91,0.146694,0,44.31137796,0,0,34.68,34.68,1,49,3,13.856,1,0,0,0,0,0,0,4550,6011,4550,5647,0,1,0,0,0,0,0.150643167,0,0,44.26693036,0,0,0
ac9b40690cdc78263fecc452bd92c227,8647,0,829,829,399.54,389,0,129.6,0.1169,0.100015,40.606701,0,37.53,51.96,51.96,1,45.47,6,20.785,0,1,0,0,0,0,0,3474,5665,3474,5302,0,0,0,0,0,1,0.124041417,0.103569833,0.07319325,40.5659712,24.33957936,16.22638584,0
4d4a8d5a884e49e2a8f7994b21a3cb18,10,0,0,0,1.52,0,0,6.67,0.145711,0,44.31137796,0,0,21.52,21.52,1,0.16,5,13.2,1,0,0,0,0,0,0,3971,5798,3971,5444,0,1,0,0,0,0,0.149855333,0,0,44.35582036,0,0,0
d26bcf1a3e3f6252b9812903f402dcf1,5682,0,0,0,853.4,0,0,17.35,0.145884,0,44.31137796,0,0,23.76,23.76,1,82.52,5,10.392,0,0,0,0,1,0,0,3878,5705,3878,5340,0,0,1,0,0,0,0.149964833,0,0,44.40026526,0,0,0
d44fcb35df8f88e9032ad52678d060a3,1017579,187578,120936,120936,100.27,125,0,146.81,0.115174,0.098837,40.606701,0,11.86,47,47,2,14.59,5,29.7,0,0,1,0,0,0,0,3976,5803,3976,5446,0,0,0,0,0,1,0.122755583,0.102290417,0.0730305,40.6474275,24.38845514,16.25897136,0
327e887296aa77019b4954c6bb0a8cc3,16605,227049,2000,2000,1694.72,2000,0,132.19,0.1169,0.100015,40.606701,0,200.09,24.72,24.72,2,183.25,6,16.5,0,0,1,0,0,0,0,3458,5677,3458,5314,0,1,0,0,0,0,0.124338417,0.10379375,0.073160333,40.7017324,24.42103848,16.28069392,0
6f062ee9f3f8b2a404078abb4cd85510,2502,0,0,0,375.75,0,0,19.51,0.145711,0,44.31137796,0,0,22.52,22.52,1,35.96,4,13.856,1,0,0,0,0,0,0,4339,5800,4339,5437,0,0,1,0,0,0,0.149855333,0,0,44.35582036,0,0,0
d8fba21592000ae17ac964d93e827c05,179907,124659,30003,30003,17385.87,30003,0,133.4,0.110083,0.093746,40.606701,0,2903.59,-3.16,-3.16,4,1166.47,12,37.29,0,1,0,0,0,0,0,1409,5792,1409,5446,0,0,1,0,0,0,0.118757083,0.098292417,0.069032,40.6474278,24.38845492,16.25897088,0
9cdfb70886ecb55f8a8620af8a99a722,92718,0,7895,7895,8796.43,7895,0,145.77,0.113323,0.096984,40.606701,0,735.06,14.94,14.94,2,848.79,6,55,0,0,1,0,0,0,0,3333,5890,3333,5525,0,0,0,0,0,1,0.122526083,0.102168167,0.072404,40.6066995,24.36401714,16.24267836,0
d8711ce9aef0a42cf24b1e65da32fe3f,597,0,0,0,74.51,0,0,13.64,0.16304,0.084395,46.30537836,0,0,20.54,20.54,1,20.73,6,10.392,0,0,1,0,0,0,0,3416,5973,5577,5608,0,1,0,0,0,0,0.167652667,0.08633125,0,44.26693046,0,0,0
215fcb61cd9905b5e605b292666975d9,64516,21201,3764,3764,4766.96,3764,0,145.03,0.118636,0.10175,40.606701,0,376.57,22.44,22.44,2,530.16,3,15.001,0,0,1,0,0,0,0,4623,5719,5083,5354,0,0,1,0,0,0,0.126136167,0.105577,0.074771083,40.728885,24.43733004,16.29155496,1
33e5a46305e282aef856ef00fee02e2c,67923,14693,4898,4898,6714.09,4898,0,147.79,0.112852,0.095965,40.606701,0,469.1,19.92,19.92,2,571.66,3,20,0,0,1,0,0,0,0,4434,5672,4942,5308,0,0,0,0,0,1,0.119977917,0.0995045,0.069127,40.5659715,24.33957914,16.22638536,0
270835591aad4b5231d23fb7bdcd3bcf,6383,0,1116,1116,958.79,1116,0,16.26,0.145541,0,44.31137796,0,163.87,34.68,34.68,1,101.81,6,13.856,0,1,0,0,0,0,0,3467,6024,5592,5659,0,1,0,0,0,0,0.1502605,0,0,44.26693036,0,0,0
d766f436878bdf7c211ad1546e4357e9,7042,0,0,0,1058.3,0,0,19.49,0.147506,0,45.80687796,0,0,22.89,22.89,1,102.08,4,13.856,0,0,0,1,0,0,0,4138,5965,4138,5600,0,1,0,0,0,0,0.150703917,0,0,44.40674536,0,0,0
38ff1f75487719c54ba3d4a46f9ee244,19704,45795,1466,1466,1991.63,1466,0,128.19,0.116509,0.101397,40.606701,0,147.9,60.84,60.84,3,66.87,5,25,1,0,0,0,0,0,0,3788,5980,5228,5615,0,0,0,0,0,1,0.124455083,0.103977417,0.073746,40.5659715,24.33957914,16.22638536,0
a29ad433a1585b364e5485ec55b6bbc3,15803,0,0,0,461.63,0,0,16.48,0.145884,0,44.31137796,0,0,37.56,37.56,1,45.07,6,15,0,1,0,0,0,0,0,3447,6004,3447,5639,0,1,0,0,0,0,0.149938833,0,0,44.34100526,0,0,0
237111445b27c435937f982ffcaef727,362296,0,0,0,32775.41,0,0,328.74,0.108925,0.092586,40.606701,0,0,-0.24,-0.24,1,2213.86,5,100,1,0,0,0,0,0,0,4023,5744,4023,5259,0,0,0,0,0,1,0.116823083,0.096598167,0.06780125,40.6610035,24.39660114,16.26440236,1
be272db990d3604a49a54887dfa904f4,10930,0,3227,3227,777.96,1578,0,16.68,0.165793,0.088539,44.31137796,0,217.04,14.57,14.57,1,59.82,7,10.35,0,0,1,0,0,0,0,3276,5833,3276,5468,0,0,1,0,0,0,0.169203417,0.087408917,0,44.34100546,0,0,0
6187a71186583ed2457d182b00b632c5,15150,0,4700,4700,1637.98,4700,0,10.37,0.164058,0.086163,44.31137796,0,494.42,29.76,29.76,1,134.5,3,14.49,0,0,0,0,1,0,0,4617,5713,4617,5348,0,0,0,0,0,1,0.168479917,0.08649975,0,44.40026526,0,0,0
6ae7e4a3bdf96abb7783b342378ca5fc,3251,0,0,0,487.33,0,0,16.44,0.145711,0,44.31137796,0,0,10.08,10.08,1,47.33,5,10.392,0,1,0,0,0,0,0,3704,5896,3704,5531,0,0,1,0,0,0,0.149681583,0,0,44.31137526,0,0,0
cfc1377e09c9866fae771bb4180f026a,4077,0,668,668,601.62,668,0,16.89,0.142822,0,44.31137796,0,96.52,15.5,15.5,1,59.37,6,11,0,0,0,0,1,0,0,3636,5828,5415,5463,0,1,0,0,0,0,0.147621917,0,0,44.34100546,0,0,0
d4a84ff4ec620151ef05bdef0cf27eab,16163,0,1474,1474,1739.46,1474,0,0,0.115174,0.098837,40.606701,0,155.19,12.9,12.9,1,181.75,6,20.7,0,1,0,0,0,0,0,3294,5851,3294,5486,0,1,0,0,0,0,0.122695583,0.102079583,0.072524833,37.22620175,22.33571897,14.89047978,0
1d4a665170914d996d3fb78069495516,51558,0,0,0,3469.21,0,0,17.27,0.159815,0.081173,44.31137796,0,0,4.83,4.83,2,122.17,3,10.35,0,0,1,0,0,0,0,4474,5960,5594,5570,0,0,1,0,0,0,0.165892333,0.084194417,0,44.37063526,0,0,1
e91f386614c13becdf81cc47fadfa2a2,1750,0,64,64,176.01,64,0,127.81,0.120372,0.103487,40.606701,0,6.08,37.39,37.39,1,21.87,4,16.5,0,0,1,0,0,0,0,4249,5710,4249,5347,0,0,0,0,0,1,0.127797333,0.107260917,0.07648825,40.6881561,24.4128927,16.2752634,0
